,id,text,hashtags,ron,religion,social_spheres,sentiment
29,1536278170814783488,"Others hv been just as bad but Morrison tops them all w/his evil, cruel, racist ways, using his fake religion like a baseball bat ovr the heads of the ppl of this cntry. Dragging our int'l reputation into the mud &amp; endangering our country with his racist view on the Pacific. https://t.co/AGqhPWmIF2",,,,,
30,1536278159636803584,They are only here to kill the citizens of the UK. Islam is a religion of hate for all non Muslims. https://t.co/PBwQma04qd,,,,,
31,1536278158885928960,@butterybuttz We aren’t ready to have that conversation dear. Religion here is a big divide …..,,,,,
32,1536278152858636289,@TimesofIsrael Those non-Muslims say that Islam is a religion of peace.  They should look at the distance between non-Muslims in Iraq Syria Lebanon Afghanistan Pakistan.🙏🤣💯👍,,,,,
33,1536278126103105536,They claim isl@m was a liberal religion. https://t.co/hjytgMYHAw,,,,,
34,1536278123683229702,I think I am losing My Religion and I'm finding My Peace ☮️,,,,,
35,1536278116733030403,Religion is helping me to become atheist,,,,,
36,1536278111947481089,"I think we should be talking about the most qualified for the job and not religion or tribe. Just check out what he did in Anambra, testimonies are abound. Go and verify. https://t.co/0iNiZs5jRt",,,,,
37,1536278111393816579,https://t.co/xoSC5OA8Zv True Religion TR4104 #women #sunglasses Round Riml https://t.co/wbVyof9ekT,women sunglasses,,,,
38,1536278108642258944,@sheryl0_0 You people should start a new religion like pandanism or something. No concept of god or prayer just eat and sleep. Be like panda,,,,,
39,1536278087012327426,"@Puro_void @FaZeClan @FaZeVirus If you are a Muslim, then religion commands you not to support gays",,,,,
40,1536278086374699008,Scientology Videos and how crazy the religion actually is .. https://t.co/sC9PNpAYhn,,,,,
41,1536278071174696960,@ashoswai I follow because there are only few people who raise their voice against the violence and injustice regardless of any religion or country. You always speak truth and I truly appreciate that.,,,,,
42,1536278069153243136,@NoLieWithBTC There is supposed to be separation of Church and State… and this is why (along with others). The amount of psychopathy I see emerging from the Republicunts has been proof enough that their religion is cancerous.,,,,,
43,1536278058881101824,"@bamwinejnr Ask me the moment you feel the urge....why would you wait, This is not a  religion that we are waiting for the signs of Jesu's coming...😌😌",,,,,
44,1536278042682658816,this reply section is one of the reason why ppl stay away from religion https://t.co/NraSbVhrz4,,,,,
45,1536278038111039489,"@YaraAb_pm @mish_aderr As for those who have neutral names, It is known among palestinians whom live in palestine that certain surnames belong to christian families, if theyre Palestinian from the occupied territories Birth certificate shows what religion to do they belong to,and so does the West bank https://t.co/b8ubtsVBBL",,,,,
46,1536278016883662848,@mancayv1 Allahu Akbar May Allah Have Mercy on our Fast Heroes that preserve this religion for us,,,,,
47,1536278008427847682,"Our life morals, religion and
؟?
سےفے نمشے https://t.co/XbMklsFO7y",,,,,
48,1536278007433809920,"@Gothfarts1 I prefer to wear masks, and a gun. 😅 It's wild how these anti-science/vaxx/mask people don't understand their own religion or how this God works.",,,,,
49,1536278006565683201,Leftists got so buckbroken by the reaction against new atheists they're absolutely terrified to criticise religion too harshly. Sad.,,,,,
50,1536278002736279552,"@RabbitTheKing Because just like religion, politics is the masses opium and powerful individual tend to pay less attention to the emotions of others.",,,,,
51,1536277988656160768,"@Virtuallytangib @iampv17 Highly Educated Kannadigas Register an ideology based organisation!!! Than Register new subsidiaries in different fields &amp; promote!!! Than Fight Democratically for Rights!!! Till than Enjoy Brahminical atrocities by Sanskrit, Hindi language imposition, Religion based politics!!!",,,,,
52,1536277958083616768,"Easy to read. Not preachy. Practical and well written. Grab a copy of ""Scribes of the Tribe: The Great Thinkers on Religion and Ethics"" now. #religion #spirituality #tribe #thinker  available at Amazon --&gt; https://t.co/BjGm4MyDjm https://t.co/YCxopxEh9Q",religion spirituality tribe thinker,,,,
53,1536277945588649985,@pinkheretic Why is religion not a personal relationship with reality?,,,,,
54,1536277941876932609,If anyone don't like there religion they can quit and be atheist human... Agar agar truth sune ki addat nahi to ghar se bahar protest karne mat niklo. https://t.co/KD3mz5V4HJ,,,,,
55,1536277904228642817,"@Skyvallker I know it sounds idealistic but shouldn't that be the future we should create for our children??? Shouldn't that be the benchmark of governance we should demand... The problem is that the large masses want entertainment, not development &amp; what's more entertaining than religion?",,,,,
56,1536277869080432640,@jamal6713 @RajaFaisalPK Those non-Muslims say that Islam is a religion of peace.  They should look at the distance between non-Muslims in Iraq Syria Lebanon Afghanistan Pakistan.🙏🤣💯👍,,,,,
57,1536277851498065920,"@Nwaihemadu @Ifudiya @Oluable @AishaYesufu Na ur dey misunderstand us o, cult no be person religion and belief? Abeg, respect them o",,,,,
58,1536277797026639872,@SKAgarw06846698 @chhotiradha Islam is not a religion of extremism https://t.co/zcbbkvgRuZ,,,,,
59,1536277779892736000,Religion is love in no case is it logic.,,,,,
60,1536277763619016704,"@itsdeenice @BenHundeyin So the other religion don't experience attacks in their worship places too?
Get some sense bro",,,,,
61,1536277762285051906,"SELF-PROCLAIMED CHRISTIANITY is not a religion, it is man-made. Some rebel JEWS &amp; ROMAN PAGANS got together and they planned to invent a new religion. The REBEL JEWS stole some verses of God and mixed them with PAGAN ideas and gave birth to a new religion ""Christianity"".",,,,,
62,1536277731490418688,@ChrisHu34451470 Those non-Muslims say that Islam is a religion of peace.  They should look at the distance between non-Muslims in Iraq Syria Lebanon Afghanistan Pakistan.🙏🤣💯👍,,,,,
63,1536277705221496833,"When I was a kid in school. Religion was a compulsory subject (unless you weren't Christian). On the other hand, Environmental Studies was an optional subject almost nobody took. They should switch them.",,,,,
64,1536277696111849473,"@AdnanAliKhan555 I hope Hindus and Muslims get the wisdom that AIMIM and RSS are exploiting our religious sentiments for personal gain.
They have no concern with religion and God.",,,,,
65,1536277687492218880,"Americans: they love their guns more than their children.
Muslimas: they love their religion more than their children.
On that note, naya baccha paida kar lena, kyu load le rahi hai behen? Thoda collateral damage to hota hai Islam bachane mein, hain na? Naya Mudassir ka socho. https://t.co/fSsWRXOta2",,,,,
66,1536277680240447490,"@ashutosh83B No Mr. Ashutosh! Punishment should be given to anyone who breaks law irrespective of religion! Stones, bombs were hurled! They should be punished for their acts! Democracy doesn’t mean you can take law in your hands!",,,,,
67,1536277663765127169,@curtashiism These two pedophiles invented your religion of trans. It's a pedophiles cult. You are the victim. https://t.co/MI6YuWMi1p,,,,,
68,1536277661751844864,"@mixworkit @realnazzy2 @I_yam_george @Elkrosmediahub They will all vote for him, Tribalism and religion favoritism in nigeria is why this election will never be a shocker, election is based on tribe and religion in nigeria",,,,,
69,1536277651165483008,@LeeJone50103071 I see no difference between religion and cult.,,,,,
70,1536277648380420096,religion of love and peace ❤️ https://t.co/g6yAW8n5Ux,,,,,
71,1536277648057458688,"@AshakaSaleh We don’t need religion, we need performance! Lead Nigeria out of the economic mess we’ve found ourselves. FULL STOP! The saviour can be a Christians, Muslims, Bhudists, Atheists, etc, etc. Pls drop all these religious brackadashhhh",,,,,
72,1536277608647860224,"A Typical *Nigerian* Prefer a *Bad Leader* From His Tribe/Religion, Than *Good Leader* From Other Tribe/Religion....
 ""I was once a bad leader in Anambra, but now a Born again Christian""

✍️✍️✍️✍️ PETER OBI 2023.😂😂😂",,,,,
73,1536277605011316736,"@MailOnline Ummm, now I wonder what religion Suleman Altaf is 🤔",,,,,
74,1536277556063707137,"@monkeflu @_cinst @SameeraKhan The ancestors of the Uyghurs, the Huihe and the Tang Dynasty soldiers, wiped out the Turks.  The Turks are the feud of the Uyghurs.  National heritage is above religious belief.  Religious beliefs are optional things.  The stupider the person the more interested in religion.",,,,,
75,1536277549235544064,"@JesseDornfeld @CapturingChrist Science also has the balls to say ""Fuck I was wrong bro, let's iron out the issues with this idea so we can be right about this.""
Religion has to say ""I'm not wrong, you're wrong for saying my super old book is wrong.""",,,,,
76,1536277536489242625,"@AnjaliK10090795 @RAFAQAT110 Our Islam say not use wrong words for any religion ,,,, but your religion and your people always attack on our heart ,,,, now you are responsible  for every bloody situation",,,,,
77,1536277529115250688,"@Farswann @pyari_ladki @Benarasiyaa Meanwhile the other side be like... 
Actually the conflict is not between Hindus and Muslims. 
The Conflict is between ""Morons and Lunatics""  of the two religion. https://t.co/Ss3GgxzfW9",,,,,
78,1536277496978493440,"Supreme God Kabir Saheb ji took the form of a child of 4 years old and took religious guru Swami Ramanand ji in his shelter who had 1400 disciple sages for further propagation of religion, by giving him tatvagyan and took him in their shelter.
#1DayLeftForKabirPrakatDiwas https://t.co/1f2NsTSRUl",1DayLeftForKabirPrakatDiwas,,,,
79,1536277488015486982,"@Postsubman Werey wan force him woman to dey religious like am..

Jsyk, not everyone will be religious, many people are tired of religion..",,,,,
80,1536277474539098112,"Zahir. I replied, ""we wish to me about the horse off her house at that religion in the elimination of small pa s ply by contrast,",,,,,
81,1536277470516682752,"I don't believe that CHRISTIANITY is a religion. Christians &amp; Christianity is a fraud instead of a religion, it makes money. As I understand there's one religion &amp; Christianity doesn't fit the description. I don't know why people practice it?",,,,,
82,1536277396667527169,"I need Nigerians to understand that this election isn’t a battle of religion or state of origin. 

This election should be a battle of competence, vision, capacity and other more valid criteria.",,,,,
83,1536277390208520193,@adilray Color and religion.,,,,,
84,1536277376174149633,"@teardi_ @sudiyah262 @Hilmi28 @TretanMuslim that's the point doesn't it....so the food do have religion
ffs....it's just food that will turn into shit. 
there are literally hundreds of other important issues but pork is the root of all evil... pathetic!!! https://t.co/GZOTqOKyNo",,,,,
85,1536277372085104641,"@ShardulVdalkr @Schandillia World Bank poverty line is 2.15$ per/day
69.8% of our population earns less than 2$ per day
30% earns less than 1.25$ per day. 
I think this religion culture or history debate all is bullshit.",,,,,
86,1536277368637202433,"'religion' itself. imprisoned there. You imprison your achievements by imposing disbelief
 ؟?
سےفے نمشے ستايلے https://t.co/vmXx9reFQR",,,,,
87,1536277366967717888,"Did people ever think that the religion of CHRISTIANITY they practice is not real? The religion Jesus practiced was ISLAM. He worshipped only ONE God.
Christians worship man. Please don't waste your time because you won't get anything, sleep over it and give it a thought.",,,,,
88,1536277355370512384,@HaddrellPaul @LittleBoats2020 Or when a certain religion has eliminated all others?!,,,,,
89,1536277353776951296,"islam is really the most peaceful religion , it has highest religious freedom I have ever learned https://t.co/zfUzPXBwNU",,,,,
90,1536277349385310209,@keesain99 No religion and no gyan of his own except for his chacha and fufa comes to give gyan about talent..seriously get a life..#TOTALBOYCOTTBULLYWOOD,TOTALBOYCOTTBULLYWOOD,,,,
91,1536277327646273540,"We must keep religion out of 2023 race, says APC Chieftain https://t.co/RqDfc8xxsV",,,,,
92,1536277323913342976,"He liked Worry really is power in the engagement. And what
؟?
سےفے نمشے
Successful religion future ruin the https://t.co/HeDNy3ZAx2",,,,,
93,1536277308046188544,"@Sekoniolalekan1 The northerners will disagree with you on this. Let's not shy away from the trust because it's on our side now. Even in Lagos, religion has always been a factor to select gov and deputy.  Unfortunately, BAT will have to choose a Muslim to win in the north.",,,,,
94,1536277298575511553,"@JesseDornfeld @CapturingChrist Science has the balls to say ""I don't know, but let's find out""
Religion has to say ""This book is the reason why, now ignore all the times it gets proven wrong or contradicts itself.""",,,,,
95,1536277298101501952,No tribe or religion buys rice and bread and pure water and yam and beans cheap the same ni na all they buy am … think am well oo https://t.co/x9M4ya7zB7,,,,,
96,1536277297879293952,"We must keep religion out of 2023 race, says APC Chieftain https://t.co/a9aahOON1T",,,,,
97,1536277294205001729,@awwaliyerh @ConfidenceObi9 @bulamabukarti Is Islam not dictatorship? Is Buhari not a Muslim fanatic? Is El-rufai not an Islamic bigot? Their rule has not it brought unrest to to Nigeria and Kaduna respectively? One thing I know is nothing last forever not even religion. You guys up north will get tired of yourselves soon,,,,,
98,1536277291461902338,"We must keep religion out of 2023 race, says APC Chieftain https://t.co/rFmGHw1Fzj",,,,,
99,1536277290962890752,"@Rascal778 @FrogDeWar @BernardStBamse @MAMelby @Seinneann @BartySlarty @CassandraCmplex @Ana___fox @Izziefruity50 @doodle_bobby @StevenSven4 @sschinke @frankie_fatal @Hellmark @Kimberfan76 @StitchingSin @lanailyu @KiwiLeshy @the_damn_muteKi @DiscourseGirl @sandyt0es @Arithrianos @RetroBoxing @Dialogia2 @PoesMyaa @JunusAnna @ForgivenDope @latsot @SmokeyCat42 @GregoryHo13 @MillieButtery93 @m_mouse21 @QueenofNihilism @VerseusGreekus @MeToobirdy @DysphoriaJoe @quietlyaway @AuntMergatroyd @Michael_AW77 @AstroLlamaBeans @_FelineMenace @genderrepenter @SkipperHowls @DanniBrener @ariana_erbon @LuisfButHornt @the_nerd_skull @leakylike @LouiseWluddite @runthinkwrite Because it is intellectually dishonest.

It reduces to magical thinking but denies this w/ a fearsome protective level of threat and punishment of those who commit the blasphemy of showing it up.

Perhaps this is the only religion that hasn’t celebrated its faith beliefs as that.",,,,,
